,Date,Player1,Player2,Sets_P1,Sets_P2,G1_P1,G1_P2,G2_P1,G2_P2,G3_P1,G3_P2,G4_P1,G4_P2,G5_P1,G5_P2,Total_P1,Total_P2,Total_Score,Total_Allowed_P1,Total_Allowed_P2,Over_74,G5,G4,Odds_P1,Odds_P2,pythagorean_P1,pythagorean_P2,D_Sets,D_G1,D_G2,D_G3,D_G4,D_G5,D_Odds,D_Total,D_Total_Allowed
3991,1757625000,696676,920400,2.030081955450222,2.3383793650249145,9.684943795180306,10.347178602080488,9.435738359599577,9.965833036713024,9.363492190076906,9.231633023664628,5.511447257965961,6.571114498970511,2.929091017012372,3.8425309084644463,45,43,88,35.79101370441255,37.592550849258124,1,0,1,1.968,1.712,0.5168699914465197,0.5097461380740727,-0.308,-0.662,-0.53,0.132,-1.06,-0.913,0.256,2,-1.802
3989,1757625900,380282,675240,2.004985674051514,2.0553873572344417,9.71287503452673,9.234467595160856,9.333941784274915,9.282348812813156,9.718380782850772,10.353213303295568,7.021480344361525,6.485210443915448,3.867299969704216,2.56714315089355,50,45,95,41.03249466989299,37.169151904486014,1,1,0,2.638,1.437,0.49084899002624693,0.5032900186330002,-0.05,0.478,0.052,-0.635,0.536,1.3,1.201,5,3.863
3990,1757625900,380029,514114,2.539404836104924,2.0219279448110705,10.304379847580131,9.583972633496533,10.37241435366872,9.103003864541327,9.977092428488959,9.082221339761105,5.895146357925943,6.127928609195691,2.421214995619707,2.5768173410362216,41,37,78,33.760235259396595,35.95603338656474,1,0,1,1.382,2.7,0.5338671306824716,0.4964044375063947,0.517,0.72,1.269,0.895,-0.233,-0.156,-1.318,4,-2.196
3988,1757626800,833546,832727,1.8984789124606336,1.8134863836716244,9.462759322336858,9.128582686933655,8.811737188341874,9.453530685142205,9.371261008642758,9.230452428231537,6.298544066953526,6.021250055584804,2.6801076635790797,2.811787080886643,41,33,74,35.671930481198345,37.358982879289535,0,0,1,1.85,1.85,0.5141648615326113,0.5087787597770301,0.085,0.334,-0.642,0.141,0.277,-0.132,0.0,8,-1.687
3987,1757627100,684030,685761,1.8272466923775414,1.7102483169215679,9.511906494324332,8.8943168392549,9.143189468854668,9.232036286223616,8.81569207606576,8.408090173010148,6.336316130421133,5.861372325764893,2.838873564566469,2.5507613117240973,45,42,87,38.01065966640691,39.471512744788726,1,0,1,1.466,2.538,0.4911111340408128,0.47968396331081,0.117,0.618,-0.089,0.408,0.475,0.288,-1.072,3,-1.461
3986,1757627700,834482,384003,2.2113035278071362,2.0794007966820365,9.428987716979659,9.586214714382159,9.60957623155634,9.26705829145253,9.444486924245659,9.452693759779914,6.650448382862244,6.336627643661625,2.814205000910203,2.090828956101795,40,39,79,35.17626721719406,33.407219209153894,1,0,1,1.8,1.905,0.515004507895374,0.5026568174886384,0.132,-0.157,0.343,-0.008,0.314,0.723,-0.105,1,1.769
3985,1757628300,629518,514114,2.023328855781345,2.0210680194589443,9.320252322017433,9.482639672478554,9.322674108808776,9.334260214462113,9.007936497717491,9.157428866226327,6.709026980870217,6.240559638840695,3.2928192392667683,2.828708599308331,45,50,95,37.90269366626777,36.585212899667034,1,1,0,1.9,1.813,0.4943519215937276,0.4963802283808594,0.002,-0.162,-0.012,-0.149,0.468,0.464,0.087,-5,1.317
3984,1757628600,677426,776317,2.1095970815113962,1.7978904071980786,8.983061066225384,9.172599036372736,9.92005992051044,9.31875032683494,9.610959419353938,9.105200645684416,5.461713230806327,6.398416853625434,2.3559192841646253,1.9424751484831302,42,33,75,34.06889619557006,37.610185235056676,1,0,1,0.0,0.0,0.5245923584218114,0.4732189761057768,0.312,-0.19,0.601,0.506,-0.937,0.413,0.0,9,-3.541
3983,1757628900,920400,696676,2.3643252729419544,2.0682123975128985,10.529642190975958,9.775955728596488,10.00638860493725,9.339982041916405,9.065686626338548,9.427828312682355,6.7447962877634975,5.727219037359155,3.6918434180067874,2.8139394988525672,41,33,74,37.45166649862773,35.68129042732718,0,0,1,1.8,1.905,0.5099447322266334,0.5174228283497658,0.296,0.754,0.666,-0.362,1.018,0.878,-0.105,8,1.77
3982,1757630100,853196,380029,1.9626244545198217,2.4398203293605834,9.533841629337493,10.214012007364131,9.614146692753243,10.318594181116561,9.106402679235812,9.860343701854994,6.345257482954561,5.663964139993246,3.0923725999637095,2.3262653847374084,33,19,52,37.667773864701296,33.73042211096108,0,0,0,3.225,1.317,0.4960730180091447,0.5335547344994679,-0.477,-0.68,-0.704,-0.754,0.681,0.766,1.908,14,3.937
3981,1757630400,770453,273429,2.076969645719922,2.204574301255612,9.366723453011788,9.659027719154754,9.394260374068919,9.724532788357784,9.592044060998386,10.256329361866353,8.273726614674121,7.751240921420775,2.066897795148992,2.281381634140661,33,40,73,37.89176303460299,37.402832020808795,0,0,1,2.4,1.5,0.4787935643738839,0.5144644323813401,-0.128,-0.292,-0.33,-0.664,0.522,-0.214,0.9,-7,0.489
3980,1757631600,1071490,1076948,2.0195881004033662,1.5559839068372725,9.464025290260482,8.21043522579492,9.083138190020467,9.027133555816786,9.413893845039903,9.333927162468994,7.600394601995595,6.001854078867786,2.3156493208181974,3.46992704526651,38,49,87,37.79505127301571,41.43196989984128,1,1,0,1.52,2.35,0.5006582731145356,0.45673230694111666,0.464,1.254,0.056,0.08,1.599,-1.154,-0.83,-11,-3.637
3979,1757633400,1073817,765290,2.0997490062277766,2.328474928425334,9.699620249260741,10.266967526831854,9.813168031610923,10.21412621478608,9.470184229317,9.9858652753251,8.476267419769053,7.599426147316341,3.9689270787354154,3.988414332086383,32,42,74,41.061784370858845,39.68603605318744,0,0,1,2.1,1.65,0.5012957778298144,0.5164762275695812,-0.229,-0.567,-0.401,-0.516,0.877,-0.019,0.45,-10,1.376
3978,1757635200,1071490,765290,1.9796042533274423,2.276377872406844,9.445828220053604,10.45257664343313,9.158309241394624,10.20572910832359,9.358447027585578,9.947203891977676,7.616065401917838,7.693566298405245,2.2248395435282973,3.8320059269010915,51,45,96,37.920735536823045,40.01207385503456,1,1,0,1.95,1.75,0.500560555003538,0.5163705630041663,-0.297,-1.007,-1.047,-0.589,-0.078,-1.607,0.2,6,-2.091
3977,1757637000,1076948,1073817,1.5341806163704481,2.1350529667776827,8.319829922835703,9.829046906188474,9.026069494804235,9.89892614804219,9.242400607067065,9.530177004654588,6.00178136989257,8.614453011189092,3.333851474847565,3.8132828795260316,58,49,107,41.37581421748782,41.17700851321016,1,1,0,2.4,1.5,0.4566604231284009,0.5013727661658433,-0.601,-1.509,-0.873,-0.288,-2.613,-0.479,0.9,9,0.199
3976,1757638800,1071490,1073817,1.9804040865303123,2.090541085715683,9.193050642788812,9.757319576514856,9.112885349573828,9.942105514797172,9.422821653956754,9.352523004424583,7.748768719493776,8.590356814665434,2.3336693653540697,3.6637423744066187,44,34,78,38.3552164961767,41.209282689171324,1,0,1,1.785,1.9,0.5003472924709484,0.5011719294618685,-0.11,-0.564,-0.829,0.07,-0.842,-1.33,-0.115,10,-2.854
3975,1757640600,765290,1076948,2.3047552107447777,1.5916637294605904,10.474044226044313,8.424934631756232,10.158445613877948,9.103478534232606,9.988490013862283,9.15446332834841,7.8232303651387785,6.119358571086815,3.6817311846646605,3.6344847503784163,43,38,81,39.69787488031683,41.243429346198525,1,0,1,1.36,2.85,0.5165323663267112,0.45696685922279057,0.713,2.049,1.055,0.834,1.704,0.047,-1.49,5,-1.546
3974,1757643000,1076948,1073817,1.6468926028211979,2.086990454902392,8.721996018779105,10.080561946146283,9.177851925055256,9.826728827912758,9.226837315480022,9.260267200305815,6.23232490164495,8.684852625879286,3.9233284856897055,3.755360320531842,40,34,74,41.547608587557775,41.867742191725824,0,0,1,2.3,1.55,0.45725062081691276,0.5009908593518472,-0.44,-1.359,-0.649,-0.033,-2.453,0.168,0.75,6,-0.32
3973,1757644800,765290,1071490,2.292804026009305,2.0203882400008952,10.494669942670688,9.18548002934589,10.113016374116572,9.186889845671162,9.871294327040395,9.484671785175967,7.94780956650988,7.797836612848413,3.8118593735055133,2.6735254686835774,39,44,83,40.141095473259796,38.615796241432385,1,0,1,1.9,1.8,0.5163883896891835,0.5004621211198282,0.272,1.309,0.926,0.387,0.15,1.138,0.1,-5,1.525
3972,1757653200,816731,981770,1.8350324468721728,2.045690769139997,9.66567557687329,9.617006781703092,9.66092852726577,10.144124889496975,9.951741213013165,9.959144063890946,5.87671875744951,5.1408846669070325,1.330520636035737,3.127920443029649,37,27,64,36.34746943653502,37.52073781957019,0,0,0,2.1,1.65,0.5256796873072362,0.5145303277509423,-0.211,0.049,-0.483,-0.007,0.736,-1.797,0.45,10,-1.173
3971,1757655000,783710,750669,1.9644850271223704,1.9391270803766971,9.795186992329393,9.994113461096699,9.565685953137354,9.434707478093943,9.752959178145478,9.840664556168571,5.348414022542268,7.04517074437895,2.8877877076254377,3.7059247213236084,46,42,88,37.1685884586751,40.44047528604761,1,0,1,1.46,2.52,0.5065847777300385,0.4907905404979514,0.025,-0.199,0.131,-0.088,-1.697,-0.818,-1.06,4,-3.272
3970,1757656800,311807,981770,1.8225561003643234,2.083114660548838,10.036969644267424,9.671241809875317,9.586024612388368,10.177688619322925,9.483171473450229,9.999961943741159,5.860536303194801,4.939281346622344,2.3564856524288804,3.005256896235761,39,35,74,38.31289914030269,36.91208143444727,0,0,1,2.05,1.68,0.4966591365208579,0.5147438368732068,-0.261,0.366,-0.592,-0.517,0.921,-0.649,0.37,4,1.401
3969,1757657100,1135014,968152,1.6470302476557885,2.1416916753193744,9.587636956570552,9.594017826520743,9.1034602272824,9.54769594643469,9.436149788873903,9.772442671278094,6.414201288721633,6.343757702724676,2.848208168936698,3.4315182021460537,33,34,67,40.217089319366885,38.58114509587808,0,0,1,2.4,1.5,0.5134714781803854,0.49745118444574676,-0.495,-0.006,-0.444,-0.336,0.07,-0.583,0.9,-1,1.636
3968,1757657400,862234,740747,2.0002782937383117,1.7172205678537091,9.163302596410714,8.83304054082574,9.503495355020437,9.689843645201135,8.724701179687585,8.784968462402745,6.816364019798063,6.298577344310892,1.9390459586627449,2.0632819768851896,26,36,62,36.86658276742212,37.25246500577565,0,0,0,1.65,2.1,0.5137779448893659,0.5008029329495168,0.283,0.33,-0.186,-0.06,0.518,-0.124,-0.45,-10,-0.386
3967,1757658000,1109527,808048,2.4297867079463447,2.1324526589850876,10.037662512476661,9.463389941032863,9.254642718927702,9.493095801112334,10.108661989199138,9.149097394226754,6.2496781316316055,6.651072243622687,3.338746763488366,3.3566335361051918,46,35,81,35.898719651237265,37.02024672506394,1,0,1,2.233,1.564,0.510565712639591,0.5095824597684718,0.297,0.574,-0.238,0.96,-0.401,-0.018,0.669,11,-1.122
3966,1757658600,816731,750669,1.7630703901320877,1.941514253695258,9.678786338564533,10.072775678308604,9.517362702667112,9.496091498560855,10.110496459561666,10.042991436318848,5.646259198333842,7.200262087736658,1.278343356191198,3.717457085193272,39,33,72,36.45149024294541,40.89378998071246,0,0,0,1.6,2.2,0.5255210091107687,0.49082296886683724,-0.178,-0.394,0.021,0.068,-1.554,-2.439,-0.6,6,-4.442
3965,1757658900,817602,824882,2.0046716263151807,2.2437745997092806,9.679820970092555,9.172494322460988,9.602936154294001,9.905025619534342,9.708972517900389,9.444648074577321,6.712630181245793,6.836893541231097,3.49689928281949,3.611698817078614,32,40,72,39.863625423548086,37.52329401970901,0,0,1,1.93,1.77,0.49145110454006197,0.4979722620300049,-0.239,0.507,-0.302,0.264,-0.124,-0.115,0.16,-8,2.34
3963,1757659800,771985,692983,1.7845812509220773,1.4336886811059744,9.001579932243645,8.343535490140995,9.06373861507222,8.162386663155404,8.873924548278426,8.940457185882197,4.635844798228558,5.65424564318064,3.034737345752973,2.1161412004178572,27,37,64,35.80818817556463,37.88433020061678,0,0,0,2.163,1.591,0.5008158380266655,0.45719632702851626,0.351,0.658,0.901,-0.067,-1.018,0.919,0.572,-10,-2.076
3962,1757660100,990071,1010717,2.1743605102162373,1.8363390224318197,9.73732329175928,8.916318671238962,9.464157193840611,9.984951163183487,9.097631285920789,9.141158918143926,6.1764532168517805,6.429608222106497,3.2812393461041816,2.9952715177262155,41,29,70,35.924983763532936,38.58148513706825,0,0,1,1.818,1.833,0.5092572680885664,0.524789480395675,0.338,0.821,-0.521,-0.044,-0.253,0.286,-0.015,12,-2.657
3961,1757660400,815950,311807,1.9761702290974068,1.8687303709382717,8.914392789011893,10.074735540570664,9.818661029498369,9.602258941314314,9.538330465158824,9.542654945079631,6.947674221493458,6.062083899147946,2.3944486096519104,2.264074450372846,20,33,53,38.372428277830195,38.22219721323199,0,0,0,1.8,1.9,0.5184275028840387,0.4967545157943307,0.107,-1.16,0.216,-0.004,0.886,0.13,-0.1,-13,0.15
3960,1757660700,697468,968152,1.7389712599697817,2.1753508253068503,9.42649597606754,9.64915438234346,9.483998765649487,9.722296105398037,8.39943297531111,9.82058217436523,6.274707973885322,6.526355439872731,2.645312686864202,3.728321409905037,42,32,74,39.195149374134736,39.02894332741228,0,0,1,2.1,1.65,0.47456860617931973,0.49757689436718483,-0.436,-0.223,-0.238,-1.421,-0.252,-1.083,0.45,10,0.166
3959,1757661000,870944,740747,2.46910410356929,1.7675338495899482,10.013215071252594,8.91803320522949,9.433287045169909,9.741230706878003,10.490824998646332,8.832624530575947,6.469085166336813,6.365310685431646,2.3984776564937236,2.4137986755681338,21,33,54,33.45604427891596,37.51711738535233,0,0,0,1.47,2.5,0.536447193223352,0.5011972692529874,0.702,1.095,-0.308,1.658,0.104,-0.015,-1.03,-12,-4.061
3958,1757661600,1109527,692983,2.4521508826809724,1.3774627212521935,9.800861053620048,8.212409748049389,9.323096884679739,8.195235924275387,10.1436209059746,8.864356935340197,6.161444140011948,5.432499184045841,3.6392266163000997,2.0331510284595757,33,19,52,35.9026919392363,37.69277804749478,0,0,0,1.125,4.945,0.5107862623671533,0.4567242033236565,1.075,1.588,1.128,1.279,0.729,1.606,-3.82,14,-1.79
3957,1757661900,629518,963141,1.9439826261428534,2.469576241744571,9.190046348604971,9.616720019236434,9.192373163365282,10.03536469459153,8.811546831140316,9.893611415174163,6.445927883581163,7.7810118691128505,3.1636890730210006,3.306194464928108,41,36,77,37.71043116955137,35.745956803861006,1,0,1,2.43,1.475,0.49408500327876975,0.5364057634560857,-0.526,-0.427,-0.843,-1.082,-1.335,-0.143,0.955,5,1.964
3956,1757662200,783710,815950,1.9266620848822764,1.9378890436426066,9.607140443610588,8.839318561991819,9.621933562818244,9.864988047949414,9.566568622139767,9.478003780250635,5.37396641381512,6.949726212807441,2.7745411308558094,2.300548664175365,42,31,73,37.31883989166824,38.47547030615058,0,0,1,1.93,1.77,0.5063523672933132,0.5183055757273662,-0.011,0.768,-0.243,0.089,-1.576,0.474,0.16,11,-1.157
3955,1757662500,1135014,824882,1.6608728017292258,2.273501236491807,9.564591366140057,9.244332160059834,9.37392454919505,9.948068217259518,9.575914709039171,9.269932389427996,6.358739998682357,6.921923586502045,3.0110306276359435,3.9021272338180943,11,33,44,40.91448874536562,37.69926987638761,0,0,0,2.5,1.47,0.5130078780746635,0.49839050521842937,-0.613,0.32,-0.574,0.306,-0.563,-0.891,1.03,-22,3.215
3954,1757662800,862234,845352,2.0396470880987083,2.3319916669293157,9.15687178041828,9.712844439621076,9.562427339050158,10.08539904174472,8.814301886368536,8.968194189136996,6.902355066430424,7.392951664170495,2.2958640952782914,4.1806104992605855,48,55,103,37.18687473314728,36.86599411840507,1,1,0,2.03,1.7,0.5141840684206797,0.496162233918219,-0.292,-0.556,-0.523,-0.154,-0.491,-1.885,0.33,-7,0.321
3953,1757663400,808048,771985,2.166474233375945,1.7145975531115336,9.406001914595668,9.040733727159814,9.238463769659068,8.865160291532348,9.221682044902852,8.839652938922264,6.821618981753386,4.454046652984022,3.6563743668980924,2.9157278351297884,36,31,67,37.21553179883658,35.7372787144247,0,0,1,1.647,2.062,0.5096229827364986,0.5003699959089596,0.452,0.365,0.373,0.382,2.368,0.741,-0.415,5,1.478
3952,1757663700,990071,963141,2.167522760346325,2.490379272789276,9.786840625052278,9.55331283540027,9.524387052855124,10.073197347999123,9.054586400509471,9.937003581756858,6.208749560228816,7.907259438112454,3.3094263797483214,3.1765266945402493,26,33,59,36.39851954636415,35.67748099932145,0,0,0,1.882,1.78,0.5089201272891022,0.536617543235216,-0.323,0.234,-0.549,-0.882,-1.699,0.133,0.102,-7,0.721
3951,1757664000,816731,311807,1.8115774336563197,1.9130938858034376,9.730598639012983,10.111020421332599,9.732368086876246,9.421778198517675,10.145378951343563,9.599805731547097,5.424837268987417,6.29494335408332,1.2282122441837,2.1752872170248914,52,39,91,36.080843566751476,38.09583653820329,1,1,0,1.825,1.86,0.5256400503189582,0.496810237232606,-0.102,-0.38,0.311,0.546,-0.87,-0.947,-0.035,13,-2.015
3950,1757664300,314227,697468,2.107813743150407,1.6707756844780746,9.523252427820246,9.409770490602456,9.757480186996345,9.268938022307601,9.484221066280556,8.344552748529747,6.888366624590342,6.02863874251174,3.3841205596355404,2.5415739850300194,45,33,78,36.926651540914314,38.952200116403155,1,0,1,1.525,2.32,0.516758032556659,0.4740898316459663,0.437,0.113,0.489,1.14,0.86,0.843,-0.795,12,-2.026
3948,1757665200,1109527,771985,2.4736378103081598,1.647358323215376,9.847891907446913,8.882273321371528,9.388865897967587,8.988095383480161,10.255649581259288,8.885156819793638,6.351214820108025,4.279377870607238,3.4964942535903885,2.801385379744186,37,47,84,35.86728789137923,35.78679727734431,1,0,1,1.266,3.34,0.5113226351482695,0.5,0.826,0.966,0.401,1.37,2.072,0.695,-2.074,-10,0.08
3947,1757665500,1010717,629518,1.7643257274079915,1.9461793859019574,9.037247350842721,9.104162178071435,9.711031509624505,9.26326049029214,9.096407588004165,8.622858720115188,6.177466723107568,6.7029503195191795,2.877809889536862,3.4317796976084374,46,40,86,38.48025042577342,38.19237504525528,1,1,0,1.555,2.223,0.5244628014830253,0.4940150097620488,-0.182,-0.067,0.448,0.474,-0.525,-0.554,-0.668,6,0.288
3946,1757665800,815950,750669,1.8618933948723082,1.9045921260993612,8.727972736031356,10.06992173013964,9.67420420293179,9.515852616264352,9.459258533966297,10.158952556463221,6.677187929952247,7.270840045080328,2.2103310695018212,3.5716744544013608,40,28,68,38.26074598041918,41.09403351088063,0,0,0,1.595,2.185,0.5181250715528632,0.4907738967292877,-0.043,-1.342,0.158,-0.7,-0.594,-1.361,-0.59,12,-2.833
3945,1757666100,817602,314227,1.965272739008703,2.1428014439274046,9.810024069304612,9.581164104649957,9.579291599223648,9.806206460342416,9.524306928963117,9.504447693693285,6.802330958451841,7.049607169531621,3.359765977610882,3.2514099326506485,33,40,73,40.02583619125208,36.89031226019894,0,0,1,2.17,1.6,0.49134472524451067,0.516934026517302,-0.178,0.229,-0.227,0.02,-0.247,0.108,0.57,-7,3.136
3944,1757666400,845352,740747,2.3189723178176327,1.8158734303698345,9.763321392119963,8.999691757899164,10.003618259676403,9.908267442287958,9.047873264890436,8.917632967967684,7.416757605701892,6.115651536606241,4.369607153892478,2.3191250684875766,33,23,56,37.34183997368473,37.06539493762795,0,0,0,1.88,1.81,0.4960986458578262,0.5017605932453055,0.503,0.764,0.095,0.13,1.301,2.05,0.07,10,0.276
3943,1757667000,692983,808048,1.4410947595039763,2.1207300036422465,8.321732382336911,9.194001180720585,8.422884912404735,9.150680603944817,8.987329369963305,9.448283453188848,5.219449536182734,6.9070459538158575,1.9534156992877028,3.5129866912460357,26,37,63,37.27343282156498,37.56002181840556,0,0,0,2.163,1.591,0.4573716981075689,0.5091874976315472,-0.68,-0.872,-0.728,-0.461,-1.688,-1.56,0.572,-11,-0.287
3942,1757667300,990071,629518,2.2001693064413588,1.987505684494041,9.716767628396518,9.060861700500004,9.582254900530376,9.331367922045397,9.130878017534453,8.716079946777345,6.396643920439688,6.871462071694912,3.1796434431006833,3.2972001016237806,40,42,82,36.108378149218126,38.10639955328448,1,0,1,1.78,1.882,0.5094015103646858,0.49410272465207095,0.213,0.656,0.251,0.415,-0.475,-0.118,-0.102,-2,-1.998
3941,1757667600,783710,981770,1.9687537678280707,2.001423889541541,9.70097807327292,9.527271542811897,9.715191070158708,10.288367497003827,9.622781617349975,9.921532063589279,5.594595181900807,4.745584038898903,2.6657355963124414,2.887403684610908,50,49,99,37.502414797877336,36.91552922133192,1,1,0,1.955,1.74,0.5064066440937043,0.514511587824686,-0.033,0.174,-0.573,-0.299,0.849,-0.222,0.215,1,0.587
3940,1757667900,1135014,697468,1.7133897918179202,1.7229025865769072,9.62088425683408,9.472132980502057,9.437694882919633,9.258391340460319,9.200372924424393,8.448688850532704,6.540757812825034,6.223595800203892,2.8929460529723063,2.4419035405854497,43,45,88,40.643320974762744,38.67956242041206,1,1,0,1.85,1.85,0.5129138180469531,0.47459062967266874,-0.01,0.149,0.179,0.752,0.317,0.451,0.0,-2,1.964
3939,1757668200,870944,845352,2.392279430824869,2.345679419876829,9.704624671713136,9.8118188359966,9.357678602376872,10.160339899337664,10.413868000150622,9.006779989297216,6.386110464830709,7.55727762101271,2.6285064635284012,4.629623865498245,42,47,89,33.79775586106572,37.7598091326973,1,1,0,1.62,2.135,0.5360438844431075,0.4963934687424943,0.047,-0.107,-0.803,1.407,-1.171,-2.001,-0.515,-5,-3.962
3938,1757668800,692983,771985,1.3845785725239421,1.6219716823420547,8.309114830744438,8.965321557147908,8.327865333825669,8.910130735908114,8.830956133062914,8.7720132369885,5.014755581136162,4.386069102455238,1.87680754692118,2.691526956622194,43,31,74,37.105839311979736,35.79515818159034,0,0,1,1.526,2.362,0.45679831376599056,0.4998159768370093,-0.237,-0.656,-0.582,0.059,0.629,-0.815,-0.836,12,1.311
3937,1757669100,963141,1010717,2.431927359414842,1.7343521694598252,9.61005116662171,9.11421804299375,9.991887607582138,9.604716548425168,9.900254780164977,9.053411211988799,7.910896675551754,6.052860184902428,3.051944941042463,2.764954599711199,34,23,57,35.88622747429033,38.57906413460156,0,0,0,1.702,1.99,0.5361926529266233,0.5241529044846067,0.698,0.496,0.387,0.847,1.858,0.287,-0.288,11,-2.693
3936,1757669400,816731,815950,1.8581822401796013,1.8280936538969237,9.819594770816396,8.542562040500714,9.938941887390902,9.569333449875641,10.218109188545776,9.519679767928404,5.212098552556538,6.7682785993658845,1.1800470581372804,2.123651419717436,41,35,76,35.96002617197691,38.407383392951765,1,0,1,1.69,2.03,0.5256976820612463,0.5179654501733402,0.03,1.277,0.37,0.698,-1.556,-0.944,-0.34,6,-2.447
