Date,Player1,Player2,Sets_P1,Sets_P2,P1_G1,P2_G1,P1_G2,P2_G2,P1_G3,P2_G3,P1_G4,P2_G4,P1_G5,P2_G5,HomeWinner
1739028000,595340,909920,1,3,15,13,9,11,6,11,5,11,0,0,0
1739027700,750316,962341,1,3,3,11,11,8,7,11,5,11,0,0,0
1739027400,384003,380105,0,3,10,12,7,11,10,12,0,0,0,0,0
1739026800,997912,1050239,2,3,6,11,8,11,12,10,11,9,10,12,0
1739026800,954909,959873,3,1,4,11,11,8,11,8,11,8,0,0,1
1739025900,273429,833546,0,3,3,11,5,11,9,11,0,0,0,0,0
1739025000,688282,671655,3,2,11,9,7,11,5,11,11,9,11,6,1
1739024700,976107,380105,3,2,9,11,11,7,9,11,11,5,11,5,1
1739023500,273429,677426,1,3,6,11,6,11,13,11,6,11,0,0,0
1739023200,748305,896952,3,2,9,11,8,11,11,7,11,9,11,8,1
1739022900,678101,384003,2,3,11,7,6,11,12,10,7,11,11,13,0
1739022600,671655,954909,2,3,11,6,15,13,10,12,7,11,5,11,0
1739021700,750316,832321,1,3,12,14,11,9,8,11,15,17,0,0,0
1739021400,697468,750669,3,0,13,11,11,9,18,16,0,0,0,0,1
1739021100,380105,384003,1,3,7,11,11,7,9,11,5,11,0,0,0
1739020800,959873,688282,3,1,11,4,11,6,9,11,11,5,0,0,1
1739019900,962341,833546,3,1,9,11,11,8,12,10,11,8,0,0,1
1739019600,748305,896952,3,0,11,6,11,8,11,7,0,0,0,0,1
1739019300,678101,976107,3,0,11,6,11,5,16,14,0,0,0,0,1
1739019000,954909,688282,3,2,11,7,3,11,11,5,8,11,11,8,1
1739018100,677426,832321,1,3,9,11,6,11,11,8,5,11,0,0,0
1739017800,697468,1013716,3,1,9,11,11,5,11,7,11,9,0,0,1
1739017500,384003,976107,0,3,9,11,8,11,11,13,0,0,0,0,0
1739017200,959873,671655,3,0,11,8,12,10,11,6,0,0,0,0,1
1739016300,833546,273429,1,3,5,11,13,15,11,8,7,11,0,0,0
1739016000,817602,750669,0,3,9,11,6,11,6,11,0,0,0,0,0
1739015700,678101,380105,3,2,13,11,9,11,13,11,16,18,11,5,1
1739015400,688282,671655,3,2,7,11,11,7,14,12,7,11,11,8,1
1739014500,962341,750316,1,3,7,11,8,11,14,12,7,11,0,0,0
1739014500,683491,380031,3,1,9,11,11,6,11,7,11,6,0,0,1
1739014200,896952,1013716,1,3,11,9,7,11,9,11,7,11,0,0,0
1739013600,959873,954909,2,3,10,12,15,13,11,9,8,11,9,11,0
1739013300,257583,382065,3,1,7,11,11,6,11,7,11,9,0,0,1
1739012700,833546,832321,1,3,6,11,8,11,11,9,6,11,0,0,0
1739012400,750669,748305,3,1,9,11,11,7,11,5,11,9,0,0,1
1739011800,380030,682070,3,2,4,11,11,9,12,10,7,11,11,6,1
1739010900,750316,677426,1,3,13,11,6,11,9,11,7,11,0,0,0
1739010600,817602,697468,1,3,10,12,11,8,7,11,7,11,0,0,0
1739010300,683491,257583,3,0,11,8,11,9,11,4,0,0,0,0,1
1739010000,852763,788338,3,1,8,11,11,5,11,2,11,3,0,0,1
1739009100,962341,273429,3,0,11,8,11,9,11,5,0,0,0,0,1
1739008800,750669,1013716,2,3,11,7,11,6,12,14,2,11,8,11,0
1739008500,382065,380031,1,3,11,13,12,14,11,9,10,12,0,0,0
1739008200,852763,788338,3,0,11,5,12,10,11,9,0,0,0,0,1
1739007300,833546,750316,0,3,6,11,7,11,7,11,0,0,0,0,0
1739007000,697468,896952,1,3,11,13,6,11,11,8,6,11,0,0,0
1739006700,257583,380031,2,3,7,11,11,7,11,5,7,11,8,11,0
1739006400,682070,380030,1,3,15,13,9,11,5,11,7,11,0,0,0
1739005500,750316,273429,3,1,14,12,9,11,11,6,11,6,0,0,1
1739005200,817602,748305,3,1,11,7,8,11,11,8,14,12,0,0,1
1739004900,382065,683491,1,3,7,11,4,11,11,7,3,11,0,0,0
1739004600,788338,380030,1,3,7,11,11,7,10,12,2,11,0,0,0
1739003700,962341,677426,0,3,4,11,5,11,7,11,0,0,0,0,0
1739003400,750669,697468,2,3,5,11,11,9,12,10,8,11,5,11,0
1739003100,380031,683491,0,3,7,11,10,12,7,11,0,0,0,0,0
1739002800,682070,852763,3,1,10,12,11,8,11,8,12,10,0,0,1
1739001900,273429,832321,3,1,11,5,11,9,6,11,11,9,0,0,1
1739001600,697468,748305,0,3,8,11,8,11,6,11,0,0,0,0,0
1739001300,382065,257583,2,3,10,12,11,8,12,10,4,11,8,11,0
1739001000,380030,852763,3,2,5,11,11,9,5,11,11,8,11,4,1
1739000100,833546,677426,3,0,11,8,11,8,11,3,0,0,0,0,1
1738999800,748305,1013716,3,0,11,8,11,8,11,4,0,0,0,0,1
1738999200,682070,788338,3,2,12,10,11,8,10,12,8,11,17,15,1
1738998300,962341,832321,1,3,9,11,6,11,11,8,10,12,0,0,0
1738998000,817602,896952,1,3,8,11,11,9,13,15,6,11,0,0,0
1738996200,750669,896952,1,3,16,18,11,9,7,11,11,13,0,0,0
1738994400,817602,1013716,3,1,6,11,11,8,11,5,11,8,0,0,1
1738993200,1073817,925365,3,2,11,5,11,7,10,12,5,11,11,7,1
1738991400,959552,700866,3,2,8,11,8,11,11,6,12,10,11,9,1
1738989000,949902,700866,3,1,11,4,11,5,14,16,11,3,0,0,1
1738987200,925365,959552,3,2,11,8,10,12,11,3,8,11,11,6,1
1738985400,959552,949902,3,1,11,5,10,12,13,11,14,12,0,0,1
1738983600,925365,1073817,2,3,6,11,5,11,13,11,11,6,3,11,0
1738981800,1073817,700866,2,3,11,8,11,7,8,11,9,11,9,11,0
1738980000,925365,949902,2,3,8,11,7,11,11,7,11,9,6,11,0
1738978200,959552,1073817,3,2,11,9,6,11,16,14,10,12,11,5,1
1738976400,925365,700866,3,1,11,4,7,11,11,1,11,7,0,0,1
1738974600,1073817,949902,3,0,11,7,11,7,11,7,0,0,0,0,1
1738973400,959552,700866,2,3,8,11,11,13,11,7,11,4,7,11,0
1738972200,697468,1013716,0,3,9,11,8,11,10,12,0,0,0,0,0
1738971000,375973,304509,1,3,6,11,11,13,11,8,6,11,0,0,0
1738970400,750669,747620,3,1,11,13,11,6,11,7,11,8,0,0,1
1738969800,683491,380031,2,3,8,11,11,1,9,11,11,8,6,11,0
1738969800,920400,684030,2,3,9,11,5,11,11,5,11,9,8,11,0
1738968900,735029,808048,3,2,14,12,11,13,4,11,11,3,11,5,1
1738968600,896952,815950,2,3,14,12,11,9,8,11,9,11,7,11,0
1738968000,823582,685761,1,3,11,6,9,11,4,11,9,11,0,0,0
1738967100,774427,771985,3,1,11,5,11,9,8,11,11,6,0,0,1
1738967100,683491,304509,1,3,9,11,9,11,13,11,6,11,0,0,0
1738966200,685761,684030,0,3,8,11,1,11,7,11,0,0,0,0,0
1738965600,750669,815950,3,1,11,8,8,11,11,6,18,16,0,0,1
1738965300,375973,380031,3,1,11,7,9,11,11,5,11,9,0,0,1
1738965000,774427,735029,1,3,9,11,6,11,11,2,8,11,0,0,0
1738964700,747673,677426,3,0,11,4,11,4,11,5,0,0,0,0,1
1738964400,920400,823582,3,0,11,5,11,5,11,4,0,0,0,0,1
1738963800,896952,747620,2,3,11,8,11,4,13,15,6,11,10,12,0
1738963500,304509,380031,3,0,11,7,11,9,11,9,0,0,0,0,1
1738963200,808048,771985,3,0,11,7,11,4,11,8,0,0,0,0,1
1738962900,962341,273429,3,0,11,7,11,8,11,8,0,0,0,0,1
1738962600,684030,823582,1,3,8,11,8,11,11,7,4,11,0,0,0
1738962000,697468,1013716,3,1,11,7,11,6,9,11,11,7,0,0,1
1738961700,375973,683491,3,2,3,11,5,11,11,7,11,5,11,7,1
1738961400,735029,771985,3,2,7,11,7,11,11,8,11,7,11,8,1
1738961100,712623,928764,1,3,7,11,9,11,12,10,7,11,0,0,0
1738960800,920400,685761,3,2,9,11,7,11,11,5,15,13,11,8,1
1738960500,273429,677426,1,3,6,11,11,8,9,11,9,11,0,0,0
1738960200,815950,747620,3,2,14,12,12,10,9,11,8,11,11,3,1
1738959900,380031,683491,2,3,6,11,11,4,8,11,11,7,6,11,0
1738959600,808048,774427,3,2,3,11,11,8,10,12,11,8,11,8,1
1738959300,740747,870944,3,2,8,11,11,5,11,8,8,11,11,7,1
1738959000,823582,685761,1,3,7,11,4,11,12,10,7,11,0,0,0
1738958700,832321,747673,3,0,11,9,11,7,11,7,0,0,0,0,1
1738958400,1013716,750669,3,2,6,11,11,5,11,9,3,11,12,10,1
1738958100,375973,304509,3,1,11,6,11,6,7,11,11,6,0,0,1
1738957800,771985,774427,0,3,5,11,5,11,9,11,0,0,0,0,0
1738957200,870944,740747,1,3,3,11,11,6,9,11,4,11,0,0,0
1738957200,920400,684030,3,2,11,6,9,11,12,14,11,6,11,9,1
1738956900,747673,273429,3,0,13,11,11,5,11,6,0,0,0,0,1
1738956600,697468,896952,3,1,9,11,11,4,11,5,11,9,0,0,1
1738956600,678101,384003,0,3,8,11,7,11,9,11,0,0,0,0,0
1738956000,808048,735029,1,3,8,11,11,6,5,11,8,11,0,0,0
1738955400,698743,712623,1,3,8,11,5,11,13,11,8,11,0,0,0
1738955400,380385,826513,3,0,11,6,11,9,11,5,0,0,0,0,1
1738955400,384004,788338,3,2,13,11,11,13,11,6,8,11,11,8,1
1738955100,832321,962341,0,3,5,11,6,11,7,11,0,0,0,0,0
1738954800,1013716,747620,3,1,7,11,11,6,11,7,11,7,0,0,1
1738954200,977429,636503,3,1,12,10,11,9,2,11,11,4,0,0,1
1738953600,712623,870944,3,0,11,9,11,9,11,9,0,0,0,0,1
1738953600,920854,682070,1,3,6,11,5,11,11,9,8,11,0,0,0
1738953300,962341,677426,3,2,9,11,8,11,11,5,11,5,11,7,1
1738953000,896952,815950,3,2,12,10,10,12,2,11,13,11,11,8,1
1738952700,678101,384003,3,2,8,11,8,11,11,7,11,6,11,3,1
1738952400,671655,954909,3,2,11,7,11,4,12,14,10,12,11,3,1
1738951800,698743,928764,0,3,8,11,9,11,7,11,0,0,0,0,0
1738951800,788338,920854,3,1,3,11,11,4,11,8,11,7,0,0,1
1738951500,832321,273429,0,3,6,11,5,11,8,11,0,0,0,0,0
1738951200,697468,750669,2,3,6,11,11,8,6,11,11,8,9,11,0
1738950900,380385,826513,3,2,10,12,11,7,8,11,11,5,11,4,1
1738950600,954909,977429,0,3,8,11,9,11,4,11,0,0,0,0,0
1738950000,928764,740747,3,0,11,5,11,6,13,11,0,0,0,0,1
1738950000,682070,384004,3,2,11,5,5,11,8,11,14,12,11,5,1
1738949700,747673,962341,3,0,12,10,11,7,11,8,0,0,0,0,1
1738949400,1013716,896952,3,0,11,5,11,6,11,4,0,0,0,0,1
1738949100,384003,826513,3,1,11,8,11,8,8,11,11,8,0,0,1
1738948800,636503,671655,3,1,7,11,15,13,11,9,11,9,0,0,1
1738948200,698743,870944,1,3,7,11,11,13,12,10,8,11,0,0,0
1738948200,920854,384004,1,3,6,11,11,8,4,11,12,14,0,0,0
1738947900,832321,677426,0,3,6,11,8,11,7,11,0,0,0,0,0
1738947600,896952,750669,0,3,11,13,7,11,1,11,0,0,0,0,0
1738947300,380385,678101,2,3,9,11,9,11,11,7,11,3,5,11,0
1738947000,977429,671655,3,1,8,11,11,5,11,7,11,5,0,0,1
1738946400,712623,928764,3,1,11,9,9,11,14,12,11,1,0,0,1
1738946400,682070,788338,1,3,3,11,11,8,6,11,7,11,0,0,0
1738946100,962341,273429,2,3,8,11,12,10,6,11,11,6,12,14,0
1738945800,697468,815950,3,0,11,9,13,11,13,11,0,0,0,0,1
1738945500,826513,678101,2,3,9,11,4,11,11,6,11,6,3,11,0
1738945200,636503,954909,3,0,11,9,11,6,14,12,0,0,0,0,1
1738944600,698743,740747,3,1,11,13,11,8,11,7,11,3,0,0,1
1738944600,384004,788338,3,2,4,11,11,4,10,12,11,3,11,8,1
1738944300,747673,677426,3,1,11,4,5,11,11,3,11,3,0,0,1
1738944000,750669,747620,0,3,8,11,3,11,7,11,0,0,0,0,0
1738943700,380385,384003,1,3,11,13,11,6,3,11,5,11,0,0,0
1738943400,671655,954909,3,2,6,11,11,9,14,12,8,11,11,9,1
1738943400,682070,920854,1,3,7,11,15,13,6,11,11,13,0,0,0
1738943100,939384,1027766,1,3,9,11,11,7,9,11,8,11,0,0,0
1738942800,928764,870944,3,2,14,12,7,11,11,9,9,11,11,9,1
1738942200,1013716,815950,3,1,11,9,8,11,11,8,11,9,0,0,1
1738942200,757785,560213,3,2,8,11,11,4,8,11,13,11,11,5,1
1738941900,629518,677781,0,3,8,11,8,11,12,14,0,0,0,0,0
1738941600,636503,977429,1,3,5,11,11,9,4,11,8,11,0,0,0
1738941300,765290,747627,2,3,11,3,11,4,4,11,10,12,5,11,0
1738941000,712623,740747,0,3,5,11,9,11,11,13,0,0,0,0,0
1738940400,697468,747620,3,0,19,17,13,11,11,9,0,0,0,0,1
1738940400,738720,807871,3,0,11,7,11,6,11,9,0,0,0,0,1
1738940100,976107,383509,2,3,3,11,11,9,11,8,8,11,4,11,0
1738939500,771955,1102033,3,1,11,8,11,5,12,14,11,9,0,0,1
1738939500,968679,789528,3,1,6,11,11,7,11,6,11,5,0,0,1
1738938600,917579,311807,2,3,11,9,1,11,10,12,11,3,3,11,0
1738938600,787184,817959,0,3,8,11,4,11,6,11,0,0,0,0,0
1738938300,976107,629518,0,3,7,11,4,11,7,11,0,0,0,0,0
1738937700,970526,696136,2,3,9,11,11,4,10,12,11,4,12,14,0
1738937400,757785,580890,3,2,13,11,1,11,11,7,3,11,13,11,1
1738937100,771955,747627,1,3,11,5,5,11,8,11,13,15,0,0,0
1738936800,783710,707970,3,1,10,12,11,9,11,4,11,8,0,0,1
1738936500,677781,383509,3,0,11,7,11,4,11,5,0,0,0,0,1
1738936200,787184,817959,3,2,8,11,13,11,11,8,4,11,11,5,1
1738935900,789528,968679,0,3,5,11,6,11,7,11,0,0,0,0,0
1738935600,1084329,560213,0,3,10,12,9,11,13,15,0,0,0,0,0
1738935300,939384,1027766,3,2,11,4,11,5,8,11,9,11,11,9,1
1738935000,811039,816731,1,3,7,11,11,8,5,11,7,11,0,0,0
1738934700,629518,383509,1,3,11,7,7,11,5,11,6,11,0,0,0
1738934400,807871,738720,2,3,8,11,11,4,8,11,11,4,7,11,0
1738934100,970526,696136,3,0,11,7,11,7,11,8,0,0,0,0,1
1738933800,580890,560213,2,3,11,5,6,11,8,11,11,7,8,11,0
1738933500,1102033,765290,3,1,11,9,11,6,6,11,15,13,0,0,1
1738933200,707970,811039,3,0,11,7,11,5,11,5,0,0,0,0,1
1738932900,677781,976107,3,0,13,11,11,8,12,10,0,0,0,0,1
1738932600,817959,738720,2,3,6,11,11,7,5,11,11,6,6,11,0
1738932300,968679,696136,3,0,11,7,11,8,11,5,0,0,0,0,1
1738932000,698434,1099435,0,3,7,11,6,11,9,11,0,0,0,0,0
1738932000,1084329,757785,1,3,6,11,11,9,11,13,6,11,0,0,0
1738931700,747627,1027766,2,3,5,11,11,6,11,5,10,12,12,14,0
1738931400,783710,816731,3,1,11,8,7,11,11,6,11,5,0,0,1
1738931100,383509,976107,0,3,8,11,9,11,9,11,0,0,0,0,0
1738930800,807871,787184,3,2,8,11,14,12,7,11,11,9,11,7,1
1738930500,970526,789528,0,3,8,11,4,11,7,11,0,0,0,0,0
1738930200,698429,980612,3,2,9,11,11,5,8,11,11,7,11,6,1
1738930200,560213,757785,1,3,12,10,4,11,7,11,11,13,0,0,0
1738929900,765290,771955,3,0,11,7,19,17,11,6,0,0,0,0,1
1738929600,311807,917579,0,3,7,11,5,11,9,11,0,0,0,0,0
1738929300,677781,629518,2,3,11,5,11,5,9,11,10,12,10,12,0
1738929000,738720,787184,3,1,11,5,11,7,4,11,11,8,0,0,1
1738928700,696136,789528,2,3,11,5,5,11,11,9,8,11,10,12,0
1738928400,1099435,1021760,3,0,11,4,11,8,11,6,0,0,0,0,1
1738928400,1084329,580890,0,3,3,11,3,11,6,11,0,0,0,0,0
1738928100,1102033,939384,2,3,12,10,3,11,10,12,11,8,13,15,0
1738927800,811039,816731,3,0,11,5,11,7,11,6,0,0,0,0,1
1738927800,514114,704817,0,3,8,11,8,11,10,12,0,0,0,0,0
1738927200,807871,817959,3,1,12,10,8,11,12,10,11,3,0,0,1
1738926900,970526,968679,0,3,10,12,7,11,9,11,0,0,0,0,0
1738926600,698429,698434,3,2,11,7,6,11,6,11,11,6,11,9,1
1738926300,765290,1027766,1,3,10,12,8,11,12,10,5,11,0,0,0
1738926000,917579,707970,3,0,13,11,11,8,11,9,0,0,0,0,1
1738926000,560568,390850,0,3,5,11,10,12,6,11,0,0,0,0,0
1738926000,1010717,834482,3,2,12,10,9,11,5,11,11,5,12,10,1
1738924800,698434,1099435,3,1,9,11,11,6,11,5,11,2,0,0,1
1738924500,939384,747627,3,1,10,12,11,2,11,1,11,8,0,0,1
1738924200,311807,783710,3,0,11,7,11,7,11,5,0,0,0,0,1
1738924200,580890,757785,0,3,10,12,4,11,7,11,0,0,0,0,0
1738923900,514114,390850,3,1,6,11,11,6,11,8,11,8,0,0,1
1738923000,698429,980612,3,1,11,9,11,9,6,11,11,6,0,0,1
1738922700,1102033,771955,1,3,5,11,11,8,3,11,5,11,0,0,0
1738922400,917579,816731,3,0,11,8,11,9,13,11,0,0,0,0,1
1738922100,704817,560568,3,0,12,10,11,4,11,5,0,0,0,0,1
1738921800,580890,1010717,2,3,7,11,11,8,12,10,3,11,6,11,0
1738921200,980612,1021760,3,2,11,7,11,7,7,11,8,11,11,9,1
1738920900,765290,939384,1,3,7,11,12,10,9,11,11,13,0,0,0
1738920600,783710,811039,3,1,7,11,11,4,11,4,14,12,0,0,1
1738920300,390850,560568,0,3,8,11,8,11,7,11,0,0,0,0,0
1738920000,757785,834482,2,3,11,5,9,11,11,13,11,9,9,11,0
1738919400,698429,1099435,1,3,6,11,2,11,11,9,6,11,0,0,0
1738919100,939384,771955,1,3,8,11,11,7,7,11,5,11,0,0,0
1738918800,311807,707970,3,0,11,6,12,10,11,6,0,0,0,0,1
1738918500,704817,514114,1,3,11,8,8,11,4,11,10,12,0,0,0
1738918200,1010717,834482,3,1,11,6,2,11,11,4,11,5,0,0,1
1738917600,698434,980612,3,2,11,8,8,11,11,13,11,7,11,8,1
1738917300,771955,1027766,2,3,11,8,11,8,6,11,7,11,8,11,0
1738917000,917579,783710,3,1,11,8,12,14,11,5,11,7,0,0,1
1738916700,560568,514114,1,3,8,11,11,8,6,11,3,11,0,0,0
1738916400,757785,580890,2,3,7,11,12,14,11,7,11,8,8,11,0
1738915800,698429,1021760,2,3,10,12,11,8,6,11,12,10,7,11,0
1738915500,1102033,747627,2,3,11,8,7,11,11,8,11,13,8,11,0
1738915200,707970,816731,2,3,7,11,11,13,11,8,11,7,17,19,0
1738914900,704817,390850,1,3,7,11,11,8,8,11,8,11,0,0,0
1738914600,834482,580890,3,0,12,10,14,12,12,10,0,0,0,0,1
1738914000,980612,1099435,0,3,5,11,11,13,5,11,0,0,0,0,0
1738913700,765290,747627,3,0,11,1,11,9,11,6,0,0,0,0,1
1738913400,311807,811039,3,0,11,7,11,3,11,3,0,0,0,0,1
1738912800,757785,1010717,1,3,5,11,11,9,8,11,3,11,0,0,0
1738912200,698434,1021760,3,0,11,4,11,1,11,7,0,0,0,0,1
1738911900,1102033,1027766,3,1,17,15,12,10,9,11,13,11,0,0,1
1738911600,783710,707970,3,0,11,7,11,4,11,3,0,0,0,0,1
1738909800,917579,811039,3,0,11,6,11,3,11,9,0,0,0,0,1
1738908000,311807,816731,3,0,11,8,11,9,11,4,0,0,0,0,1
1738906200,1073817,822496,2,3,9,11,5,11,11,8,13,11,7,11,0
1738904400,1013495,1097948,2,3,8,11,11,8,8,11,12,10,9,11,0
1738902600,822496,1013495,3,0,11,4,11,5,11,4,0,0,0,0,1
1738900800,1097948,1073817,0,3,7,11,8,11,5,11,0,0,0,0,0
1738899000,1073817,822496,3,2,11,5,8,11,11,9,13,15,12,10,1
1738899000,717436,699249,3,0,11,6,11,3,11,4,0,0,0,0,1
1738898700,830047,699247,2,3,12,10,9,11,9,11,11,6,7,11,0
1738897200,1097948,943432,3,2,9,11,9,11,13,11,11,9,13,11,1
1738896600,699247,830047,0,3,6,11,6,11,8,11,0,0,0,0,0
1738896300,717436,699249,3,0,14,12,11,5,11,5,0,0,0,0,1
1738895400,943432,1013495,1,3,11,5,5,11,6,11,9,11,0,0,0
1738894800,830047,699249,2,3,11,5,7,11,11,9,6,11,9,11,0
1738894500,717436,699247,3,0,11,3,11,4,11,6,0,0,0,0,1
1738893600,1097948,822496,0,3,7,11,6,11,9,11,0,0,0,0,0
1738893000,699249,699247,3,0,12,10,11,3,13,11,0,0,0,0,1
1738892700,717436,830047,3,0,11,9,11,3,11,7,0,0,0,0,1
1738891800,1073817,943432,1,3,11,7,9,11,14,16,9,11,0,0,0
1738891200,1051003,699580,3,2,3,11,11,7,7,11,12,10,11,2,1
1738890900,739531,1019644,1,3,12,10,12,14,4,11,9,11,0,0,0
1738890000,1097948,1013495,1,3,8,11,11,8,9,11,9,11,0,0,0
1738888800,1019644,1051003,1,3,3,11,11,6,6,11,8,11,0,0,0
1738888500,699580,739531,1,3,8,11,7,11,11,7,8,11,0,0,0
1738888200,943432,822496,1,3,13,15,8,11,11,7,8,11,0,0,0
1738887000,1051003,739531,3,1,11,7,8,11,11,9,11,7,0,0,1
1738886700,699580,1019644,3,0,13,11,11,4,11,8,0,0,0,0,1
1738886400,1073817,1013495,3,0,11,5,12,10,11,6,0,0,0,0,1
1738885200,739531,1019644,1,3,12,10,11,13,5,11,5,11,0,0,0
1738885200,750316,273429,0,3,5,11,6,11,7,11,0,0,0,0,0
1738885200,257583,259517,3,1,9,11,11,4,12,10,11,8,0,0,1
1738884900,699580,1051003,1,3,6,11,4,11,11,3,7,11,0,0,0
1738884000,920854,718780,3,1,9,11,11,5,11,6,11,8,0,0,1
1738883400,833546,747673,3,1,11,4,8,11,11,9,11,2,0,0,1
1738883400,683491,380031,2,3,10,12,8,11,11,5,11,7,11,13,0
1738882200,691184,384004,1,3,8,11,11,5,9,11,2,11,0,0,0
1738882200,685761,977429,1,3,9,11,12,10,10,12,7,11,0,0,0
1738881600,962341,832727,0,3,9,11,9,11,15,17,0,0,0,0,0
1738880700,683491,259517,2,3,6,11,11,6,11,13,11,7,4,11,0
1738880400,920400,684030,3,1,11,8,8,11,11,3,11,4,0,0,1
1738879800,384004,920854,3,2,13,11,8,11,11,8,10,12,11,4,1
1738879200,962341,747673,1,3,9,11,11,9,8,11,9,11,0,0,0
1738878900,380031,257583,3,2,9,11,11,2,11,5,10,12,11,2,1
1738878600,977429,684030,3,0,12,10,11,7,11,7,0,0,0,0,1
1738878000,718780,691184,3,1,10,12,11,6,11,3,11,4,0,0,1
1738877700,815545,771955,3,1,11,4,13,15,11,9,11,7,0,0,1
1738877400,750316,833546,3,2,11,9,4,11,8,11,11,8,11,8,1
1738877100,259517,257583,2,3,4,11,7,11,11,5,13,11,5,11,0
1738876800,685761,920400,3,2,9,11,11,5,11,6,7,11,11,2,1
1738876200,920854,691184,3,2,11,7,5,11,6,11,11,5,11,6,1
1738875900,1027766,939384,3,2,8,11,10,12,12,10,11,2,11,8,1
1738875600,273429,832727,3,0,11,6,11,8,11,4,0,0,0,0,1
1738875300,380031,683491,2,3,11,5,11,1,3,11,7,11,8,11,0
1738875000,870944,740747,3,0,11,1,11,8,11,9,0,0,0,0,1
1738875000,684030,920400,0,3,5,11,4,11,5,11,0,0,0,0,0
1738874400,718780,384004,3,1,9,11,11,2,11,8,11,8,0,0,1
1738874100,771955,939384,3,0,11,7,12,10,13,11,0,0,0,0,1
1738873800,747673,833546,3,1,7,11,12,10,11,8,11,7,0,0,1
1738873500,257583,683491,3,2,11,6,14,16,9,11,11,6,11,5,1
1738873200,845352,322981,0,3,10,12,11,13,3,11,0,0,0,0,0
1738873200,685761,977429,3,1,11,8,9,11,12,10,11,9,0,0,1
1738872600,691184,384004,3,1,11,9,11,1,3,11,11,6,0,0,1
1738872300,815545,1027766,3,0,11,7,11,8,12,10,0,0,0,0,1
1738872000,832727,962341,2,3,11,7,15,13,7,11,5,11,9,11,0
1738871700,380031,259517,0,3,9,11,10,12,5,11,0,0,0,0,0
1738871400,920400,977429,1,3,10,12,12,10,4,11,7,11,0,0,0
1738870800,845352,870944,2,3,11,6,3,11,11,6,9,11,6,11,0
1738870800,718780,920854,2,3,12,10,10,12,11,13,11,4,9,11,0
1738870500,1027766,771955,2,3,8,11,11,9,11,6,7,11,5,11,0
1738870200,273429,750316,1,3,11,9,10,12,13,15,10,12,0,0,0
1738870200,963141,380926,3,2,7,11,11,9,11,5,11,13,11,4,1
1738869900,700317,735031,3,0,11,5,11,6,11,3,0,0,0,0,1
1738869600,685761,684030,3,1,11,8,7,11,11,7,11,4,0,0,1
1738869000,322981,740747,1,3,5,11,14,12,8,11,11,13,0,0,0
1738868700,815545,1102033,2,3,11,13,11,7,11,8,9,11,7,11,0
1738868400,832727,833546,2,3,5,11,11,6,9,11,12,10,9,11,0
1738868400,677781,531460,3,0,13,11,11,8,11,5,0,0,0,0,1
1738868100,909397,758606,0,3,8,11,3,11,10,12,0,0,0,0,0
1738867800,675227,907473,2,3,13,11,13,11,8,11,11,13,10,12,0
1738867200,740747,845352,3,2,11,6,9,11,11,6,9,11,13,11,1
1738866900,1102033,939384,0,3,7,11,6,11,10,12,0,0,0,0,0
1738866600,750316,747673,3,1,11,13,11,5,11,8,14,12,0,0,1
1738866300,531460,963141,1,3,8,11,7,11,18,16,7,11,0,0,0
1738866000,755083,977429,3,2,7,11,15,13,11,8,10,12,11,7,1
1738865400,322981,822987,3,1,11,5,11,8,3,11,11,7,0,0,1
1738865400,700317,909397,3,1,8,11,12,10,12,10,13,11,0,0,1
1738865100,815545,771955,3,1,11,5,14,12,10,12,11,8,0,0,1
1738864800,273429,962341,3,1,14,12,10,12,11,8,18,16,0,0,1
1738864500,380926,677781,3,1,11,6,11,13,11,9,11,8,0,0,1
1738864200,675227,977429,3,0,11,9,11,7,11,9,0,0,0,0,1
1738863600,822987,870944,0,3,9,11,10,12,7,11,0,0,0,0,0
1738863600,758606,735031,1,3,9,11,11,9,8,11,6,11,0,0,0
1738863300,1027766,1102033,3,2,11,6,10,12,7,11,11,6,11,8,1
1738863000,832727,750316,3,1,11,7,11,7,8,11,11,7,0,0,1
1738862700,963141,677781,3,2,7,11,11,9,11,4,9,11,11,5,1
1738862400,755083,907473,0,3,12,14,3,11,9,11,0,0,0,0,0
1738861800,322981,845352,2,3,6,11,11,5,12,10,1,11,5,11,0
1738861800,909397,735031,3,2,6,11,11,9,11,5,7,11,12,10,1
1738861500,815545,939384,3,1,11,6,11,8,3,11,11,9,0,0,1
1738861200,962341,833546,1,3,11,7,11,13,6,11,6,11,0,0,0
1738860900,380926,531460,3,1,7,11,16,14,16,14,11,5,0,0,1
1738860600,977429,907473,1,3,9,11,11,7,9,11,4,11,0,0,0
1738860000,740747,822987,3,0,11,8,11,5,11,6,0,0,0,0,1
1738860000,758606,700317,0,3,6,11,7,11,7,11,0,0,0,0,0
1738859700,1102033,771955,0,3,10,12,4,11,9,11,0,0,0,0,0
1738859400,273429,747673,3,0,11,9,11,6,11,5,0,0,0,0,1
1738859100,677781,531460,3,1,11,6,11,7,8,11,12,10,0,0,1
1738858800,755083,675227,2,3,9,11,11,4,6,11,11,7,4,11,0
1738858200,322981,870944,0,3,8,11,4,11,4,11,0,0,0,0,0
1738858200,735031,700317,2,3,8,11,13,11,9,11,11,8,9,11,0
1738857900,1027766,939384,3,0,11,7,11,5,11,9,0,0,0,0,1
