Date,Player1,Player2,Sets_P1,Sets_P2,P1_G1,P2_G1,P1_G2,P2_G2,P1_G3,P2_G3,P1_G4,P2_G4,P1_G5,P2_G5,HomeWinner
1750772400,981770,707970,0,3,6,11,8,11,10,12,0,0,0,0,0
1750772100,817602,898479,3,2,11,7,3,11,15,13,11,13,11,9,1
1750771500,771985,808048,3,1,10,12,11,9,11,9,11,1,0,0,1
1750771500,735667,673949,3,0,14,12,15,13,11,9,0,0,0,0,1
1750770600,815950,311807,3,1,11,6,11,13,11,5,12,10,0,0,1
1750770300,817602,968152,0,3,8,11,12,14,12,14,0,0,0,0,0
1750769700,855787,774427,1,3,3,11,11,9,3,11,6,11,0,0,0
1750769400,735667,772261,3,2,3,11,12,10,8,11,11,8,11,8,1
1750768800,783710,747620,3,2,9,11,11,8,12,10,8,11,11,7,1
1750768500,1097691,1016369,1,3,11,5,5,11,8,11,8,11,0,0,0
1750767900,808048,774427,1,3,7,11,7,11,11,7,9,11,0,0,0
1750767600,673949,738720,1,3,6,11,4,11,11,3,8,11,0,0,0
1750766700,898479,820666,3,2,13,11,1,11,11,8,9,11,13,11,1
1750766400,311807,815950,2,3,6,11,11,7,6,11,11,6,7,11,0
1750766100,855787,771985,0,3,6,11,5,11,3,11,0,0,0,0,0
1750765800,772261,738720,3,1,8,11,11,9,11,3,12,10,0,0,1
1750764900,968152,1016369,2,3,11,8,13,11,12,14,7,11,7,11,0
1750764600,783710,981770,0,3,1,11,9,11,7,11,0,0,0,0,0
1750764300,774427,771985,0,3,9,11,10,12,3,11,0,0,0,0,0
1750764000,673949,735667,0,3,9,11,7,11,9,11,0,0,0,0,0
1750763100,820666,817602,3,0,11,8,11,6,11,9,0,0,0,0,1
1750762800,747620,707970,1,3,11,13,12,10,8,11,6,11,0,0,0
1750762500,855787,808048,2,3,11,4,6,11,11,4,9,11,7,11,0
1750762200,738720,735667,3,0,11,7,11,9,11,6,0,0,0,0,1
1750761300,898479,1097691,1,3,11,13,9,11,11,8,10,12,0,0,0
1750761000,815950,981770,1,3,8,11,12,10,8,11,7,11,0,0,0
1750761000,383351,834482,1,3,10,12,9,11,11,3,9,11,0,0,0
1750760400,673949,772261,2,3,5,11,11,8,11,13,12,10,4,11,0
1750759500,820666,1016369,3,0,11,9,12,10,12,10,0,0,0,0,1
1750759200,707970,311807,3,2,10,12,11,6,11,8,7,11,13,11,1
1750759200,464706,512104,2,3,11,9,11,9,3,11,6,11,10,12,0
1750758900,920854,700524,3,1,11,8,11,5,10,12,11,7,0,0,1
1750757700,1097691,968152,2,3,11,13,12,10,11,7,9,11,4,11,0
1750757400,747620,783710,2,3,8,11,11,5,11,9,5,11,12,14,0
1750757100,991644,380030,3,1,14,12,5,11,11,8,11,8,0,0,1
1750757100,383351,834482,3,1,7,11,11,8,11,5,11,7,0,0,1
1750755900,898479,817602,1,3,11,7,9,11,1,11,11,13,0,0,0
1750755600,707970,981770,1,3,7,11,7,11,11,4,4,11,0,0,0
1750755300,464706,512104,3,2,7,11,11,8,11,9,11,13,11,9,1
1750755000,700524,920854,3,1,11,4,8,11,11,6,11,8,0,0,1
1750754100,820666,1097691,3,1,11,3,11,8,9,11,11,5,0,0,1
1750753800,783710,815950,1,3,11,13,5,11,12,10,6,11,0,0,0
1750753500,834482,512104,3,2,11,4,9,11,9,11,11,6,11,3,1
1750753200,380030,991644,2,3,10,12,11,6,8,11,11,4,8,11,0
1750752300,817602,1016369,3,1,11,8,15,13,9,11,11,9,0,0,1
1750752000,747620,311807,2,3,11,4,7,11,7,11,11,5,7,11,0
1750751700,464706,383351,1,3,6,11,9,11,11,8,7,11,0,0,0
1750751400,920854,991644,3,0,11,7,11,4,11,6,0,0,0,0,1
1750750500,898479,968152,3,1,11,7,11,8,8,11,11,7,0,0,1
1750750200,707970,783710,2,3,11,8,11,9,8,11,12,14,9,11,0
1750749900,512104,383351,1,3,11,9,6,11,9,11,9,11,0,0,0
1750749600,380030,700524,0,3,10,12,7,11,3,11,0,0,0,0,0
1750748700,1097691,817602,3,1,12,10,5,11,11,9,11,9,0,0,1
1750748400,783710,311807,1,3,11,8,4,11,5,11,9,11,0,0,0
1750748100,464706,834482,0,3,8,11,5,11,1,11,0,0,0,0,0
1750747800,991644,700524,3,1,7,11,15,13,11,6,11,8,0,0,1
1750746900,820666,968152,3,1,5,11,11,3,11,8,11,8,0,0,1
1750746600,747620,815950,3,2,11,5,8,11,11,4,4,11,11,9,1
1750746000,380030,920854,2,3,11,7,11,8,7,11,8,11,13,15,0
1750745100,898479,1016369,2,3,11,7,1,11,11,9,9,11,6,11,0
1750744800,311807,981770,1,3,9,11,11,4,5,11,8,11,0,0,0
1750743000,707970,815950,3,0,12,10,12,10,11,9,0,0,0,0,1
1750741200,747620,981770,3,1,10,12,11,6,12,10,11,7,0,0,1
1750733100,701138,835475,3,1,11,6,5,11,11,5,11,3,0,0,1
1750732800,703798,1056122,3,1,5,11,11,8,11,5,11,7,0,0,1
1750732200,765290,771955,3,1,12,10,10,12,11,4,11,6,0,0,1
1750730400,1076948,1073817,3,2,11,7,8,11,11,9,5,11,11,9,1
1750730100,701138,703798,3,2,3,11,10,12,11,8,13,11,13,11,1
1750729800,1056122,835475,2,3,11,8,11,7,4,11,6,11,4,11,0
1750728600,765290,1076948,3,0,11,7,11,9,12,10,0,0,0,0,1
1750728300,703798,835475,2,3,7,11,5,11,11,8,11,7,10,12,0
1750728000,1056122,701138,2,3,11,5,11,8,9,11,10,12,7,11,0
1750726800,771955,1073817,3,1,11,7,11,9,9,11,13,11,0,0,1
1750726500,835475,701138,2,3,11,3,11,9,1,11,4,11,8,11,0
1750726200,1056122,703798,1,3,4,11,11,2,5,11,8,11,0,0,0
1750725000,1076948,1073817,3,2,25,23,4,11,11,8,7,11,11,6,1
1750724400,1152781,830047,3,1,7,11,11,6,11,5,11,7,0,0,1
1750724100,699247,848392,3,2,11,13,10,12,11,6,11,9,11,8,1
1750723200,771955,765290,0,3,8,11,6,11,11,13,0,0,0,0,0
1750722000,1152781,699247,3,1,11,4,7,11,11,6,11,2,0,0,1
1750721700,848392,830047,0,3,6,11,7,11,8,11,0,0,0,0,0
1750721400,1073817,765290,3,2,14,16,11,9,13,11,6,11,11,9,1
1750720200,699247,830047,1,3,11,6,6,11,10,12,9,11,0,0,0
1750719900,848392,1152781,3,1,4,11,11,6,11,9,11,7,0,0,1
1750719600,771955,1076948,3,1,8,11,11,5,11,6,11,6,0,0,1
1750718400,830047,1152781,0,3,8,11,9,11,9,11,0,0,0,0,0
1750718100,848392,699247,2,3,5,11,7,11,11,7,13,11,9,11,0
1750717800,750316,1013489,3,1,14,16,11,5,11,9,12,10,0,0,1
1750717500,381284,1114493,3,2,11,8,2,11,1,11,11,9,11,4,1
1750717500,735031,774427,3,2,8,11,12,10,8,11,11,6,11,8,1
1750716000,750668,833546,3,1,15,13,9,11,11,6,11,7,0,0,1
1750715700,705637,798334,0,3,11,13,7,11,5,11,0,0,0,0,0
1750715700,771985,808048,3,2,11,8,7,11,9,11,11,8,11,8,1
1750715400,920400,659887,0,3,9,11,9,11,5,11,0,0,0,0,0
1750714200,832727,770453,1,3,6,11,11,9,8,11,8,11,0,0,0
1750713900,798334,381284,3,1,11,7,11,5,9,11,11,7,0,0,1
1750713600,771985,735031,0,3,9,11,9,11,7,11,0,0,0,0,0
1750713600,977429,684030,3,1,11,7,11,3,11,13,11,6,0,0,1
1750712400,750316,770453,3,0,11,4,11,4,11,8,0,0,0,0,1
1750712100,705637,1114493,1,3,10,12,8,11,11,7,11,13,0,0,0
1750711800,977429,684030,3,0,11,6,11,4,11,9,0,0,0,0,1
1750711500,996462,959552,3,1,9,11,11,4,11,9,11,7,0,0,1
1750711200,774427,808048,3,0,11,3,16,14,11,2,0,0,0,0,1
1750710600,750668,1013489,2,3,11,7,11,13,10,12,14,12,8,11,0
1750710300,381284,1114493,3,2,11,1,9,11,4,11,12,10,11,8,1
1750710000,659887,920400,2,3,11,7,7,11,11,7,3,11,8,11,0
1750709700,700866,1050239,3,1,11,6,12,10,2,11,11,9,0,0,1
1750709400,735031,808048,3,1,11,9,11,8,13,15,11,7,0,0,1
1750708800,833546,832727,3,0,11,4,11,9,11,4,0,0,0,0,1
1750708500,705637,798334,3,1,14,16,11,8,11,9,11,6,0,0,1
1750708200,684030,920400,2,3,4,11,11,4,11,8,8,11,10,12,0
1750708200,774427,771985,2,3,11,9,11,7,12,14,11,13,7,11,0
1750707300,1050239,987043,1,3,5,11,8,11,11,6,9,11,0,0,0
1750707000,770453,1013489,3,2,8,11,11,4,9,11,11,7,15,13,1
1750706700,1114493,798334,3,0,11,3,12,10,13,11,0,0,0,0,1
1750706400,659887,977429,3,2,11,7,11,8,6,11,4,11,12,10,1
1750706400,808048,771985,2,3,7,11,12,10,11,3,9,11,7,11,0
1750705500,700866,996462,1,3,9,11,7,11,12,10,8,11,0,0,0
1750705500,705637,381284,2,3,11,6,8,11,11,4,9,11,10,12,0
1750705200,832727,750316,3,2,11,8,8,11,5,11,11,3,12,10,1
1750705200,774427,735031,3,2,11,8,3,11,8,11,11,7,11,6,1
1750704600,920400,977429,3,1,9,11,11,1,11,8,11,4,0,0,1
1750704300,853196,531460,1,3,11,6,9,11,4,11,7,11,0,0,0
1750703700,996462,1050239,3,1,11,7,9,11,11,9,11,8,0,0,1
1750703400,659887,684030,3,0,11,9,13,11,11,7,0,0,0,0,1
1750703400,833546,750668,2,3,11,9,4,11,11,13,12,10,2,11,0
1750702500,327824,380029,3,1,14,16,13,11,13,11,11,4,0,0,1
1750702200,671655,907473,3,0,11,4,11,9,11,5,0,0,0,0,1
1750702200,964747,783169,3,1,11,4,7,11,11,9,11,7,0,0,1
1750701900,700866,959552,0,3,8,11,9,11,2,11,0,0,0,0,0
1750701600,832727,1013489,2,3,11,13,11,9,11,9,8,11,8,11,0
1750700400,748210,691184,1,3,11,4,9,11,9,11,8,11,0,0,0
1750700400,755090,909397,3,0,11,7,12,10,11,8,0,0,0,0,1
1750700100,959552,987043,3,2,7,11,11,3,11,6,10,12,12,10,1
1750699800,750668,770453,3,0,11,6,11,9,11,4,0,0,0,0,1
1750699500,380029,327824,3,2,11,9,6,11,12,14,12,10,11,6,1
1750698600,691184,783169,0,3,2,11,7,11,6,11,0,0,0,0,0
1750698300,700866,1050239,1,3,11,8,7,11,9,11,9,11,0,0,0
1750698000,833546,750316,3,1,11,9,9,11,11,7,12,10,0,0,1
1750697700,531460,853196,2,3,12,10,6,11,11,9,4,11,8,11,0
1750697400,755090,671655,2,3,9,11,9,11,11,6,12,10,8,11,0
1750696800,748210,964747,0,3,9,11,8,11,12,14,0,0,0,0,0
1750696500,996462,959552,3,1,7,11,11,9,11,6,11,6,0,0,1
1750696200,832727,750668,2,3,11,8,7,11,11,8,6,11,5,11,0
1750695900,327824,853196,1,3,12,14,7,11,11,8,10,12,0,0,0
1750695600,907473,909397,3,1,11,6,11,5,7,11,11,9,0,0,1
1750695000,783169,964747,1,3,9,11,6,11,11,8,8,11,0,0,0
1750694700,700866,987043,3,0,11,8,11,8,11,8,0,0,0,0,1
1750694400,750668,750316,0,3,5,11,6,11,7,11,0,0,0,0,0
1750694100,531460,380029,3,1,5,11,11,8,11,4,15,13,0,0,1
1750693800,671655,909397,3,2,11,7,4,11,8,11,11,4,11,2,1
1750693200,748210,691184,3,0,11,5,11,7,11,3,0,0,0,0,1
1750692900,959552,1050239,3,2,12,10,2,11,8,11,11,9,11,8,1
1750692600,750316,1013489,3,1,11,6,11,7,9,11,11,7,0,0,1
1750692300,853196,380029,3,2,6,11,11,9,9,11,11,5,11,5,1
1750692000,907473,755090,3,1,13,11,5,11,16,14,11,9,0,0,1
1750691400,964747,691184,3,1,8,11,11,9,15,13,16,14,0,0,1
1750691100,996462,987043,3,0,11,6,11,8,15,13,0,0,0,0,1
1750690800,833546,770453,3,0,11,9,11,9,11,9,0,0,0,0,1
1750690500,531460,327824,2,3,8,11,10,12,11,7,13,11,7,11,0
1750690200,909397,755090,1,3,5,11,11,3,5,11,7,11,0,0,0
1750689600,748210,783169,1,3,8,11,11,9,5,11,7,11,0,0,0
1750689300,1016369,968152,0,3,5,11,6,11,8,11,0,0,0,0,0
1750689000,832727,770453,3,1,11,9,9,11,11,4,14,12,0,0,1
1750688400,907473,671655,0,3,7,11,8,11,12,14,0,0,0,0,0
1750687500,748305,1097691,3,1,11,4,9,11,11,6,11,8,0,0,1
1750687200,853196,629518,1,3,11,9,8,11,7,11,5,11,0,0,0
1750687200,833546,1013489,2,3,13,11,11,9,11,13,8,11,6,11,0
1750686900,1078274,772261,3,1,4,11,11,7,11,9,11,9,0,0,1
1750685700,817602,898479,3,1,11,8,12,10,8,11,11,9,0,0,1
1750685400,816731,981770,0,3,9,11,5,11,4,11,0,0,0,0,0
1750685100,595340,769162,1,3,11,6,6,11,3,11,2,11,0,0,0
1750685100,629518,853196,1,3,5,11,3,11,11,8,7,11,0,0,0
1750683900,968152,748305,3,0,11,6,11,5,11,5,0,0,0,0,1
1750683600,750669,311807,2,3,11,13,8,11,11,5,11,4,6,11,0
1750683300,1120354,990071,3,1,11,7,7,11,11,8,11,9,0,0,1
1750683000,772261,769162,3,2,7,11,11,3,9,11,11,4,11,8,1
1750682100,898479,1097691,3,1,11,5,9,11,11,6,11,9,0,0,1
1750681800,707970,815950,0,3,0,11,4,11,8,11,0,0,0,0,0
1750681500,853196,990071,1,3,7,11,11,13,13,11,9,11,0,0,0
1750681200,595340,1078274,0,3,7,11,12,14,4,11,0,0,0,0,0
1750680300,817602,1016369,0,3,7,11,8,11,9,11,0,0,0,0,0
1750680000,816731,815950,3,1,11,4,11,5,9,11,11,6,0,0,1
1750679700,1120354,629518,3,2,11,6,7,11,6,11,11,7,11,8,1
1750679400,769162,1078274,2,3,11,5,11,7,8,11,9,11,8,11,0
1750678500,748305,1097691,3,0,11,5,11,8,14,12,0,0,0,0,1
1750678200,981770,707970,2,3,11,5,11,13,8,11,11,9,6,11,0
1750677900,990071,629518,2,3,9,11,11,6,9,11,12,10,6,11,0
1750677600,595340,772261,3,1,8,11,11,9,11,9,11,8,0,0,1
1750676700,1016369,968152,3,0,12,10,11,9,12,10,0,0,0,0,1
1750676400,311807,750669,2,3,11,7,14,16,11,13,13,11,8,11,0
1750676100,1120354,853196,3,2,11,5,11,7,9,11,8,11,11,6,1
1750675800,1078274,772261,2,3,12,10,4,11,10,12,11,8,5,11,0
1750674900,817602,898479,3,1,13,11,10,12,11,5,11,8,0,0,1
1750674600,815950,707970,2,3,9,11,6,11,12,10,11,5,6,11,0
1750674300,1010717,834482,3,1,9,11,11,7,11,9,11,5,0,0,1
1750674000,595340,769162,3,1,13,11,11,9,3,11,11,7,0,0,1
1750673100,1016369,1097691,1,3,7,11,7,11,11,8,10,12,0,0,0
1750672800,750669,816731,2,3,12,14,11,13,11,6,11,4,5,11,0
1750672500,383509,383351,3,0,11,2,11,7,11,6,0,0,0,0,1
1750672200,757785,629518,3,2,11,5,7,11,7,11,11,9,11,8,1
1750671300,898479,748305,0,3,9,11,6,11,9,11,0,0,0,0,0
1750671000,311807,981770,1,3,9,11,9,11,11,9,9,11,0,0,0
1750670700,834482,1010717,0,3,6,11,6,11,6,11,0,0,0,0,0
1750670400,990071,677781,3,0,11,6,11,7,11,6,0,0,0,0,1
1750669500,817602,968152,2,3,11,9,7,11,16,14,9,11,8,11,0
1750669200,750669,707970,3,1,8,11,11,3,11,5,11,9,0,0,1
1750668900,383351,383509,0,3,9,11,1,11,7,11,0,0,0,0,0
1750668600,990071,629518,0,3,8,11,8,11,7,11,0,0,0,0,0
1750667700,1016369,898479,3,0,11,7,11,7,11,6,0,0,0,0,1
1750667400,981770,815950,3,1,14,12,10,12,11,9,12,10,0,0,1
1750667100,1010717,383509,3,2,6,11,11,9,11,2,9,11,11,7,1
1750666800,677781,757785,1,3,7,11,9,11,11,3,6,11,0,0,0
1750665900,968152,1097691,2,3,12,10,10,12,9,11,11,7,5,11,0
1750665600,311807,816731,1,3,11,8,6,11,8,11,8,11,0,0,0
1750665300,383351,834482,0,3,9,11,2,11,6,11,0,0,0,0,0
1750665000,629518,757785,0,3,2,11,9,11,9,11,0,0,0,0,0
1750664100,817602,748305,0,3,3,11,5,11,10,12,0,0,0,0,0
1750663800,750669,981770,0,3,10,12,9,11,3,11,0,0,0,0,0
1750663500,383509,834482,2,3,11,8,11,3,3,11,5,11,7,11,0
1750663200,677781,990071,2,3,8,11,11,8,8,11,11,3,5,11,0
1750662300,898479,968152,0,3,9,11,6,11,10,12,0,0,0,0,0
1750662000,981770,816731,0,3,11,13,6,11,6,11,0,0,0,0,0
1750661700,383351,1010717,0,3,7,11,5,11,2,11,0,0,0,0,0
1750661400,757785,990071,3,2,11,9,9,11,8,11,11,5,11,9,1
1750660500,1016369,748305,3,0,11,5,11,7,11,5,0,0,0,0,1
1750660200,311807,815950,3,1,11,7,9,11,11,7,11,8,0,0,1
1750659600,677781,629518,2,3,19,17,20,18,9,11,15,17,5,11,0
1750658700,817602,1097691,1,3,8,11,6,11,12,10,11,13,0,0,0
1750658400,816731,707970,3,2,9,11,5,11,11,9,11,8,11,6,1
1750656600,750669,815950,3,0,11,3,12,10,12,10,0,0,0,0,1
1750654800,311807,707970,3,0,11,7,11,5,11,8,0,0,0,0,1
1750646400,771955,1071490,2,3,12,10,9,11,9,11,13,11,8,11,0
1750644600,1073817,765290,2,3,7,11,8,11,11,4,11,8,7,11,0
1750642200,1071490,765290,3,2,10,12,11,8,11,9,9,11,11,4,1
1750640400,1073817,771955,1,3,11,7,13,15,9,11,7,11,0,0,0
1750638600,765290,771955,2,3,11,7,9,11,11,6,10,12,9,11,0
1750636800,1073817,1071490,1,3,9,11,7,11,11,6,9,11,0,0,0
1750635000,771955,1071490,3,0,11,1,11,8,11,8,0,0,0,0,1
1750633200,1073817,765290,3,2,11,6,7,11,11,8,10,12,11,8,1
1750632000,815950,747620,0,3,6,11,7,11,10,12,0,0,0,0,0
1750631100,327824,514114,3,1,12,10,6,11,11,5,11,9,0,0,1
1750630200,783710,707970,3,1,11,7,5,11,11,7,15,13,0,0,1
1750629600,380106,909920,1,3,9,11,8,11,12,10,7,11,0,0,0
1750629300,853196,380926,1,3,11,6,12,14,6,11,8,11,0,0,0
1750628400,816731,820666,3,0,12,10,11,4,12,10,0,0,0,0,1
1750627800,748210,700524,1,3,11,7,7,11,1,11,6,11,0,0,0
1750627500,514114,327824,0,3,3,11,7,11,9,11,0,0,0,0,0
1750626000,783710,820666,3,1,5,11,11,6,12,10,11,6,0,0,1
1750625700,853196,380926,3,1,11,9,9,11,11,9,11,9,0,0,1
1750625400,700524,380106,2,3,7,11,11,8,9,11,16,14,6,11,0
1750625100,739531,829765,3,0,11,5,11,7,14,12,0,0,0,0,1
1750625100,748305,1016369,3,2,7,11,6,11,11,9,11,7,12,10,1
1750624200,707970,816731,3,1,8,11,11,9,11,9,11,9,0,0,1
1750623900,327824,380926,2,3,5,11,11,4,6,11,11,8,7,11,0
1750623600,909920,748210,3,0,11,6,11,8,11,4,0,0,0,0,1
1750623300,896952,750669,1,3,10,12,8,11,18,16,7,11,0,0,0
1750623300,829765,1154708,3,0,12,10,11,5,11,3,0,0,0,0,1
1750623000,739531,936778,3,1,11,8,11,9,14,16,11,7,0,0,1
1750622700,853196,514114,1,3,12,10,9,11,10,12,12,14,0,0,0
1750622400,747620,815950,2,3,12,10,5,11,6,11,11,8,8,11,0
1750621800,380106,748210,3,1,11,8,11,9,8,11,13,11,0,0,1
1750621500,1154708,936778,0,3,6,11,5,11,2,11,0,0,0,0,0
1750621200,739531,829765,3,1,12,10,6,11,11,4,13,11,0,0,1
1750620900,804365,896952,1,3,9,11,11,9,3,11,13,15,0,0,0
1750620600,820666,816731,3,2,11,8,4,11,16,14,3,11,11,9,1
1750620300,380926,514114,1,3,7,11,12,10,5,11,8,11,0,0,0
1750620000,909920,700524,3,2,7,11,11,8,12,14,11,2,11,8,1
1750619700,936778,829765,1,3,11,1,6,11,3,11,5,11,0,0,0
1750619400,739531,1154708,3,0,11,3,11,3,11,3,0,0,0,0,1
1750619100,853196,327824,2,3,13,11,3,11,11,4,9,11,13,15,0
1750619100,1016369,748305,2,3,9,11,11,7,11,9,8,11,9,11,0
1750618800,815950,783710,3,1,11,3,14,12,8,11,11,9,0,0,1
1750618200,748210,700524,3,1,11,4,11,3,6,11,11,6,0,0,1
1750617900,382065,910166,3,2,8,11,12,10,4,11,11,9,11,4,1
1750617300,748305,804365,3,0,11,5,11,5,11,5,0,0,0,0,1
1750617000,747620,707970,3,1,11,8,14,12,6,11,13,11,0,0,1
1750616700,833438,692983,3,2,11,9,8,11,11,6,7,11,11,4,1
1750616400,909920,380106,2,3,10,12,11,7,11,7,10,12,9,11,0
1750616100,683491,380031,3,1,9,11,12,10,13,11,11,8,0,0,1
1750615500,1016369,750669,3,1,11,5,9,11,13,11,11,9,0,0,1
1750615200,815950,816731,3,1,12,10,11,8,5,11,11,8,0,0,1
1750614900,755090,383207,3,2,8,11,11,7,11,6,10,12,11,6,1
1750614600,383351,1010717,2,3,11,4,11,7,8,11,8,11,8,11,0
1750613700,750669,896952,1,3,11,13,8,11,11,4,9,11,0,0,0
1750613400,707970,820666,3,1,6,11,11,3,11,7,11,5,0,0,1
1750613100,910166,683491,3,2,9,11,8,11,11,8,11,8,11,8,1
1750612800,757785,695309,1,3,7,11,11,9,9,11,6,11,0,0,0
1750612200,755090,833438,1,3,6,11,4,11,11,9,10,12,0,0,0
1750611900,1016369,804365,3,1,11,6,10,12,11,8,11,5,0,0,1
1750611600,747620,783710,3,1,11,6,4,11,11,7,14,12,0,0,1
1750611300,380031,382065,2,3,11,7,9,11,3,11,12,10,11,13,0
1750611000,757785,1010717,0,3,9,11,8,11,10,12,0,0,0,0,0
1750610400,383207,692983,1,3,10,12,8,11,11,8,5,11,0,0,0
1750610100,748305,750669,3,2,2,11,11,6,10,12,12,10,11,8,1
1750609800,815950,707970,3,2,4,11,11,9,11,6,8,11,12,10,1
1750609500,683491,382065,0,3,8,11,9,11,7,11,0,0,0,0,0
1750609200,383351,695309,1,3,4,11,10,12,11,9,2,11,0,0,0
1750608600,833438,692983,3,1,11,13,11,9,11,9,12,10,0,0,1
1750608300,1016369,896952,3,2,12,10,2,11,13,11,3,11,11,7,1
1750608000,707970,783710,1,3,7,11,10,12,11,4,3,11,0,0,0
1750607700,380031,910166,0,3,8,11,6,11,11,13,0,0,0,0,0
1750607400,1010717,695309,3,1,11,6,8,11,12,10,11,9,0,0,1
1750606800,383207,755090,1,3,5,11,8,11,11,9,6,11,0,0,0
1750606500,750669,804365,3,1,11,4,11,6,8,11,12,10,0,0,1
1750606200,783710,816731,2,3,12,10,5,11,11,3,7,11,5,11,0
1750605900,382065,910166,3,2,11,3,8,11,5,11,11,4,11,3,1
1750605600,383351,757785,3,2,8,11,11,6,5,11,11,3,11,7,1
1750605000,692983,755090,3,1,11,9,11,5,6,11,14,12,0,0,1
1750604700,748305,896952,3,2,4,11,11,6,6,11,11,9,11,9,1
1750604400,747620,820666,3,0,11,7,11,4,11,7,0,0,0,0,1
1750604100,380031,683491,0,3,7,11,6,11,12,14,0,0,0,0,0
1750603800,695309,757785,2,3,7,11,11,8,8,11,11,5,12,14,0
1750603200,383207,833438,3,2,5,11,6,11,13,11,11,8,12,10,1
1750602900,678101,834482,1,3,8,11,11,4,2,11,7,11,0,0,0
1750602600,815950,820666,3,1,9,11,11,9,11,8,11,2,0,0,1
1750602000,383351,1010717,3,2,11,6,11,5,7,11,8,11,11,5,1
1750601100,380282,383509,3,0,13,11,12,10,12,10,0,0,0,0,1
1750600800,747620,816731,0,3,8,11,7,11,9,11,0,0,0,0,0
1750600200,783169,991644,0,3,7,11,6,11,9,11,0,0,0,0,0
1750598700,383509,678101,1,3,11,7,2,11,9,11,13,15,0,0,0
1750598400,902188,599261,0,3,7,11,8,11,5,11,0,0,0,0,0
1750596900,834482,380282,3,1,9,11,11,3,11,8,11,4,0,0,1
1750596600,991644,783169,0,3,5,11,7,11,6,11,0,0,0,0,0
1750595100,678101,380282,3,1,11,9,11,4,6,11,11,6,0,0,1
1750594800,902188,599261,3,0,11,5,11,7,11,3,0,0,0,0,1
1750593300,834482,383509,3,0,11,5,11,6,11,7,0,0,0,0,1
1750593000,783169,599261,3,1,11,9,11,7,4,11,11,7,0,0,1
1750591500,380282,383509,3,1,11,7,11,8,10,12,13,11,0,0,1
1750591200,902188,991644,0,3,4,11,6,11,8,11,0,0,0,0,0
1750589700,834482,678101,1,3,8,11,9,11,11,6,10,12,0,0,0
1750589400,599261,991644,1,3,5,11,11,7,1,11,6,11,0,0,0
1750588800,962341,747673,3,0,11,8,11,6,19,17,0,0,0,0,1
1750588200,920854,718780,3,2,12,14,11,6,11,13,11,8,11,9,1
1750587600,902188,783169,0,3,7,11,4,11,9,11,0,0,0,0,0
1750587000,677426,1052058,0,3,8,11,6,11,5,11,0,0,0,0,0
1750586400,682070,748211,3,1,11,8,8,11,11,7,11,4,0,0,1
1750585800,877899,659887,1,3,9,11,12,10,6,11,7,11,0,0,0
1750584900,750668,1013489,0,3,13,15,9,11,9,11,0,0,0,0,0
1750584600,747673,962341,1,3,9,11,11,9,8,11,9,11,0,0,0
1750584300,748211,682070,1,3,8,11,11,8,7,11,6,11,0,0,0
1750584000,959873,977429,0,3,3,11,10,12,9,11,0,0,0,0,0
1750583100,770453,765295,3,1,11,7,11,9,11,13,12,10,0,0,1
1750582800,833546,677426,3,1,11,9,9,11,11,2,11,8,0,0,1
1750582500,920854,718780,3,2,8,11,11,9,11,7,9,11,11,9,1
1750582200,877899,659887,3,0,11,6,13,11,11,8,0,0,0,0,1
1750581300,1013489,750668,0,3,12,14,6,11,4,11,0,0,0,0,0
1750581000,677426,747673,1,3,7,11,1,11,11,5,5,11,0,0,0
1750580700,682070,718780,2,3,6,11,8,11,11,6,11,9,14,16,0
1750580400,977429,959873,3,1,11,9,11,9,6,11,11,5,0,0,1
1750579500,765295,770453,1,3,11,9,11,13,10,12,8,11,0,0,0
1750579200,833546,1052058,0,3,3,11,4,11,6,11,0,0,0,0,0
1750578900,920854,748211,1,3,6,11,11,9,9,11,6,11,0,0,0
1750578600,659887,959873,2,3,8,11,9,11,11,5,11,9,12,14,0
1750577700,750668,770453,3,1,11,7,6,11,11,3,11,9,0,0,1
1750577400,1052058,962341,1,3,11,9,6,11,8,11,5,11,0,0,0
1750577100,718780,748211,3,1,9,11,12,10,11,7,13,11,0,0,1
1750576800,977429,877899,0,3,9,11,8,11,8,11,0,0,0,0,0
1750575900,765295,1013489,1,3,8,11,11,9,7,11,7,11,0,0,0
1750575600,833546,747673,1,3,8,11,7,11,11,5,5,11,0,0,0
1750575300,920854,682070,3,1,11,7,9,11,12,10,11,9,0,0,1
1750575000,959873,877899,1,3,11,8,12,14,3,11,4,11,0,0,0
1750574100,770453,1013489,1,3,8,11,8,11,11,8,9,11,0,0,0
1750573800,677426,1052058,3,0,11,4,11,7,15,13,0,0,0,0,1
1750573200,977429,659887,0,3,10,12,7,11,6,11,0,0,0,0,0
1750572300,765295,750668,1,3,11,6,4,11,5,11,6,11,0,0,0
1750572000,833546,962341,0,3,7,11,8,11,6,11,0,0,0,0,0
1750570200,1052058,747673,0,3,8,11,4,11,7,11,0,0,0,0,0
1750568400,677426,962341,1,3,9,11,11,6,7,11,6,11,0,0,0
1750566600,1071490,1073817,1,3,8,11,11,6,7,11,7,11,0,0,0
1750564800,1076948,765290,2,3,8,11,5,11,11,7,11,8,7,11,0
1750563000,1076948,1071490,0,3,8,11,12,14,6,11,0,0,0,0,0
1750561200,765290,1073817,2,3,11,9,11,9,7,11,4,11,6,11,0
